toi,tid,tfopwg_disp,rastr,ra,decstr,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
1898.01,91987762,PC,09h38m13.27s,144.5553000,+23d32m48.29s,23.5467460,45.5221234,0.0000889,-0.0000889,0,4.0240000,0.1590000,-0.1590000,0,9.1674500,0.4639220,-0.4639220,0,8.3446300,,,,473.0000000,,,,7.4098000,0.006,-0.006,0,6303.9100000,141.8110000,-141.8110000,0,4.1176500,0.0924486,-0.0924486,0,1.6100000,0.0800000,-0.0800000,0
1899.01,172370679,CP,19h57m42.44s,299.4268470,+40d08m36.05s,40.1433460,29.0902271,0.0000739,-0.0000739,0,4.6769826,0.1087643,-0.1087643,0,12.1826517,0.4129190,-0.4129190,0,2.6006010,,,,323.8830195,,,,12.5826000,0.007,-0.007,0,3854.0000000,157.0000000,-157.0000000,0,4.6361900,0.0110121,-0.0110121,0,0.6178630,0.0181815,-0.0181815,0
190.01,166739520,KP,02h27m06.19s,36.7758110,-50d17m03.93s,-50.2844250,10.0205998,0.0000046,-0.0000046,0,5.7591694,0.0248162,-0.0248162,0,11.7679183,0.5424184,-0.5424184,0,211.7916534,,,,972.9644217,,,,9.6411000,0.006,-0.006,0,6038.0000000,,,0,4.3551300,,,0,1.2752700,0.0584674,-0.0584674,0
1900.01,178879588,KP,04h29m40.46s,67.4185820,-28d11m49.97s,-28.1972150,3.0566277,0.0001220,-0.0001220,0,2.3926375,0.0856580,-0.0856580,0,12.5182693,0.3113590,-0.3113590,0,606.6634527,,,,1265.7755651,,,,13.2554000,0.008,-0.008,0,5735.0000000,122.0000000,-122.0000000,0,4.4100000,,,0,1.0386500,,,0
1901.01,19684256,KP,09h20m21.02s,140.0875890,-31d16m09.16s,-31.2692120,1.3666563,0.0000012,-0.0000012,0,1.9670000,0.0560000,-0.0560000,0,15.4370000,,,0,1310.2200000,,,,1676.0000000,,,,13.1758000,0.012,-0.012,0,5790.4000000,89.4000000,-89.4000000,0,4.4400000,,,0,1.0200000,,,0
1902.01,272212970,KP,12h00m50.11s,180.2087880,-46d08m11.11s,-46.1364200,1.6091569,0.0001590,-0.0001590,0,2.1389536,0.0921443,-0.0921443,0,19.2378080,2.7288687,-2.7288687,0,3577.8956381,,,,1972.5438514,,,,13.1740000,0.006,-0.006,0,6393.0000000,122.0000000,-122.0000000,0,4.2400000,,,0,1.4274900,,,0
2011.02,136916387,KP,15h21m45.63s,230.4401150,-48d19m07.74s,-48.3188170,27.5922346,0.0004318,-0.0004318,0,3.1393654,0.1026947,-0.1026947,0,2.5785324,0.2011413,-0.2011413,0,1.8575208,,,,297.7509603,,,,5.0494000,0.006,-0.006,0,5739.0000000,25.0000000,-25.0000000,0,4.5100000,0.0280000,-0.0280000,0,1.0260700,0.0451056,-0.0451056,0
2012.01,138294130,KP,15h19m57.89s,229.9912200,+36d13m46.36s,36.2295450,3.0565259,0.0000026,-0.0000026,0,4.1450000,0.0740000,-0.0740000,0,15.1633000,0.7052400,-0.7052400,0,1438.0000000,,,,1715.0000000,,,,10.6506000,0.006,-0.006,0,5981.0000000,117.3000000,-117.3000000,0,4.0700000,0.0800000,-0.0800000,0,1.6000000,0.0700000,-0.0700000,0
2013.01,188589164,CP,15h58m18.62s,239.5775680,+35d24m29.21s,35.4081140,2.6162769,0.0001133,-0.0001133,0,1.1348930,0.3921926,-0.3921926,0,1.0972867,1.1053865,-1.1053865,0,19.1060128,,,,533.2271643,,,,10.2705000,0.007,-0.007,0,3352.0000000,157.0000000,-157.0000000,0,4.8984000,0.0027683,-0.0027683,0,0.3256350,0.0097184,-0.0097184,0
2014.01,198588220,KP,17h06m26.57s,256.6107280,+44d46m36.79s,44.7768850,4.8101507,0.0003317,-0.0003317,0,6.9930576,0.0517752,-0.0517752,0,23.3607477,1.0592233,-1.0592233,0,2884.5471724,,,,1869.1285061,,,,9.6333100,0.006,-0.006,0,6417.0000000,122.6000000,-122.6000000,0,3.7000000,0.0900000,-0.0900000,0,2.6480999,0.1172030,-0.1172030,0
2015.01,368287008,PC,15h28m31.84s,232.1326530,+27d21m39.86s,27.3610730,3.3491408,0.0000160,-0.0000160,0,1.2070000,0.2500000,-0.2500000,0,5.3767300,2.2749400,-2.2749400,0,31.0153000,,,,657.0000000,,,,12.8387000,0.007,-0.007,0,3223.0000000,157.0000000,-157.0000000,0,4.8999300,0.0029444,-0.0029444,0,0.3200000,0.0100000,-0.0100000,0
2016.01,219508169,PC,16h27m11.34s,246.7972670,+42d41m15.96s,42.6877670,6.8161204,0.0000377,-0.0000377,0,2.7070000,0.5960000,-0.5960000,0,3.0771900,0.2332450,-0.2332450,0,169.8040000,,,,1005.0000000,,,,10.4080000,0.006,-0.006,0,5175.0000000,128.9000000,-128.9000000,0,4.5400000,0.0900000,-0.0900000,0,0.8400000,0.0500000,-0.0500000,0
2016.02,219508169,PC,16h27m11.34s,246.7972670,+42d41m15.96s,42.6877670,2.4590320,0.0000091,-0.0000091,0,1.8560000,0.4730000,-0.4730000,0,2.9128200,0.2277390,-0.2277390,0,489.8530000,,,,1310.0000000,,,,10.4080000,0.006,-0.006,0,5175.0000000,128.9000000,-128.9000000,0,4.5400000,0.0900000,-0.0900000,0,0.8400000,0.0500000,-0.0500000,0
2016.03,219508169,PC,16h27m11.34s,246.7972670,+42d41m15.96s,42.6877670,25.3369848,0.0005021,-0.0005021,0,3.2140000,1.1610000,-1.1610000,0,3.2358200,0.4394120,-0.4394120,0,25.3267000,,,,624.0000000,,,,10.4080000,0.006,-0.006,0,5175.0000000,128.9000000,-128.9000000,0,4.5400000,0.0900000,-0.0900000,0,0.8400000,0.0500000,-0.0500000,0
2017.01,357416482,FP,15h15m47.96s,228.9498190,+27d21m42.52s,27.3618100,5.4983034,0.0000716,-0.0000716,0,2.2689024,0.0104268,-0.0104268,0,16.8873960,0.0839745,-0.0839745,0,479.3633290,,,,1193.3997746,,,,8.2057000,0.006,-0.006,0,6362.6000000,,,0,,,,0,1.3387400,,,0
2018.01,357501308,PC,15h19m20.99s,229.8374420,+29d12m28.36s,29.2078770,7.4355668,0.0000348,-0.0000348,0,2.4290000,0.9750000,-0.9750000,0,2.4515000,0.3985240,-0.3985240,0,75.6724000,,,,821.0000000,,,,8.9620000,0.006,-0.006,0,4218.9000000,162.8000000,-162.8000000,0,4.6700000,0.1300000,-0.1300000,0,0.6200000,0.0800000,-0.0800000,0
2019.01,159781361,PC,15h37m43.62s,234.4317650,+48d57m18.74s,48.9552060,15.3474527,0.0055766,-0.0055766,0,7.1483441,0.3740528,-0.3740528,0,6.0861555,0.7054023,-0.7054023,0,194.7540847,,,,952.7772822,,,,9.6087000,0.006,-0.006,0,5588.0000000,124.9730000,-124.9730000,0,3.9229300,0.0807668,-0.0807668,0,1.7977400,0.0898141,-0.0898141,0
202.01,355509914,PC,01h02m06.01s,15.5250400,-59d05m15.81s,-59.0877240,1.7386736,0.0000070,-0.0000070,0,1.2988138,0.1992082,-0.1992082,0,9.6298524,1.7555727,-1.7555727,0,418.9201714,,,,1153.8585373,,,,14.6723000,0.006,-0.006,0,4746.0000000,178.0000000,-178.0000000,0,4.5274600,0.2654580,-0.2654580,0,0.8202580,,,0
2020.01,39903405,KP,16h20m36.34s,245.1514320,+41d02m52.66s,41.0479600,5.6334680,0.0000027,-0.0000027,0,4.2560000,0.2220000,-0.2220000,0,13.4796000,0.5302120,-0.5302120,0,839.6160000,,,,1499.0000000,,,,8.2746800,0.006,-0.006,0,6412.8000000,106.4000000,-106.4000000,0,4.0900000,0.0800000,-0.0800000,0,1.7000000,0.0700000,-0.0700000,0
2021.01,236312126,KP,16h02m11.83s,240.5492750,+28d10m10.65s,28.1696250,3.9415041,0.0000019,-0.0000019,0,2.8660000,0.0570000,-0.0570000,0,13.8352000,0.5940680,-0.5940680,0,321.8500000,,,,1179.0000000,,,,10.5484000,0.006,-0.006,0,5729.0000000,103.1000000,-103.1000000,0,4.5200000,0.0700000,-0.0700000,0,0.9200000,0.0400000,-0.0400000,0
2022.01,11996814,FP,02h04m40.93s,31.1705500,+65d17m21.59s,65.2893310,0.4487349,0.0000028,-0.0000028,0,2.8757897,0.0967836,-0.0967836,0,5.8054498,1.7503514,-1.7503514,0,928.8774660,,,,1408.0217270,,,,11.6484000,0.007,-0.007,0,3975.0000000,157.0000000,-157.0000000,0,4.6284400,0.0110764,-0.0110764,0,0.6271440,0.0183442,-0.0183442,0
2023.01,16884216,PC,15h31m27.2s,232.8633450,+33d54m09.06s,33.9025160,11.1900486,0.0049587,-0.0049587,0,2.9741507,0.5782486,-0.5782486,0,1.6608182,1.7278615,-1.7278615,0,31.1925730,,,,602.7435196,,,,8.5049000,0.006,-0.006,0,4958.0000000,122.1610000,-122.1610000,0,4.6666700,0.0900016,-0.0900016,0,0.6959920,0.0442211,-0.0442211,0
2024.01,255930614,KP,16h30m29.52s,247.6229830,+38d20m51.13s,38.3475350,2.8758893,0.0000154,-0.0000154,0,3.1993409,0.0376334,-0.0376334,0,7.9694715,0.4297224,-0.4297224,0,1530.0418799,,,,1595.1281495,,,,7.6262000,0.006,-0.006,0,6084.0000000,139.9000000,-139.9000000,0,4.1700000,0.0900000,-0.0900000,0,1.4604300,0.0726558,-0.0726558,0
214.01,167415965,PC,06h37m50.1s,99.4587410,-70d55m52.78s,-70.9313270,18.5538658,0.0000346,-0.0000346,0,3.9542893,0.0938634,-0.0938634,0,1.8918867,0.1348848,-0.1348848,0,26.1795470,,,,576.9129415,,,,8.0089000,0.006,-0.006,0,5346.2000000,141.5000000,-141.5000000,0,4.6000000,0.0900000,-0.0900000,0,0.7982670,0.0495276,-0.0495276,0
214.02,167415965,PC,06h37m50.1s,99.4587410,-70d55m52.78s,-70.9313270,9.6961138,0.0000348,-0.0000348,0,2.9095806,0.2775521,-0.2775521,0,0.8383315,0.9613004,-0.9613004,0,62.1934150,,,,716.2355129,,,,8.0089000,0.006,-0.006,0,5346.2000000,141.5000000,-141.5000000,0,4.6000000,0.0900000,-0.0900000,0,0.7982670,0.0495276,-0.0495276,0
2140.01,399860444,KP,19h07m14.05s,286.8085260,+49d18m59.12s,49.3164210,2.4706137,0.0000011,-0.0000011,0,1.7554244,0.0112951,-0.0112951,0,13.6494116,0.5437196,-0.5437196,0,817.5648063,,,,1363.7987768,,,,10.8540000,0.006,-0.006,0,5854.0000000,101.6000000,-101.6000000,0,4.4500000,0.0700000,-0.0700000,0,1.0161300,0.0402412,-0.0402412,0
2141.01,287256467,PC,17h15m02.96s,258.7623460,+18d20m25.24s,18.3403450,18.2589470,0.0025242,-0.0025242,0,4.1800848,0.2248994,-0.2248994,0,3.6090428,0.2325798,-0.2325798,0,44.3472442,,,,658.1674630,,,,8.8975000,0.006,-0.006,0,5674.0000000,123.9070000,-123.9070000,0,4.4948300,0.0781668,-0.0781668,0,0.9414090,0.0476533,-0.0476533,0
2142.01,44313455,PC,17h48m11.19s,267.0466240,+15d58m48.39s,15.9801090,9.3017374,0.0031739,-0.0031739,0,2.2244094,0.8476120,-0.8476120,0,1.4608214,1.3664807,-1.3664807,0,4.6270617,,,,374.0641367,,,,11.0768000,0.007,-0.007,0,3472.0000000,157.0000000,-157.0000000,0,4.8604200,0.0007869,-0.0007869,0,0.3639660,0.0108484,-0.0108484,0
2143.01,103195323,PC,04h10m17.52s,62.5729820,+75d10m15.35s,75.1709310,5.5899446,0.0000187,-0.0000187,0,5.0320000,0.3270000,-0.3270000,0,12.1202000,0.4804430,-0.4804430,0,1816.6300000,,,,1818.0000000,,,,10.1041000,0.011,-0.011,0,7437.0000000,138.2000000,-138.2000000,0,4.0900000,0.0800000,-0.0800000,0,1.9500000,0.0700000,-0.0700000,0
2144.01,428988981,PC,23h21m00.75s,350.2531400,+79d26m30.42s,79.4417820,37.3412116,0.0011454,-0.0011454,0,5.5549751,0.6409373,-0.6409373,0,2.3072118,1.0674556,-1.0674556,0,13.1002304,,,,485.2208825,,,,9.9066700,0.006,-0.006,0,5452.0000000,126.5240000,-126.5240000,0,4.5322400,0.0820865,-0.0820865,0,0.8754530,0.0474372,-0.0474372,0
2145.01,88992642,CP,17h35m01.94s,263.7580750,+40d41m42.15s,40.6950430,10.2611053,0.0000465,-0.0000465,0,7.3340000,0.1310000,-0.1310000,0,12.1819000,0.5590020,-0.5590020,0,506.1030000,,,,1321.0000000,,,,8.5594200,0.006,-0.006,0,6202.0000000,129.8000000,-129.8000000,0,3.6300000,0.0800000,-0.0800000,0,2.7800000,0.1300000,-0.1300000,0
2146.01,158916431,FP,17h59m57.6s,269.9899980,+29d39m18.63s,29.6551750,5.8924856,0.0000110,-0.0000110,0,3.1340000,0.1460000,-0.1460000,0,17.4655000,1.1635200,-1.1635200,0,1958.5600000,,,,1853.0000000,,,,9.9094000,0.007,-0.007,0,7272.0000000,126.3000000,-126.3000000,0,4.0000000,0.0900000,-0.0900000,0,2.1300000,0.0800000,-0.0800000,0
2147.01,341630071,PC,10h22m33.98s,155.6415940,+83d05m01.41s,83.0837240,26.2052577,0.0000506,-0.0000506,0,5.9230000,0.3440000,-0.3440000,0,10.6643000,0.5270080,-0.5270080,0,48.0228000,,,,733.0000000,,,,10.7047000,0.007,-0.007,0,6115.0000000,128.3000000,-128.3000000,0,4.2500000,0.0800000,-0.0800000,0,1.3400000,0.0600000,-0.0600000,0
2148.01,233569098,FP,18h47m15.4s,281.8141670,+64d48m23.47s,64.8065190,23.4852200,0.0001400,-0.0001400,0,3.5460000,0.1830000,-0.1830000,0,14.0152000,1.0195600,-1.0195600,0,62.0856000,,,,782.0000000,,,,10.6746000,0.007,-0.007,0,5930.0000000,123.1000000,-123.1000000,0,4.1100000,0.0800000,-0.0800000,0,1.5100000,0.0800000,-0.0800000,0
2149.01,1716467085,PC,19h02m23.16s,285.5965080,+42d30m26.69s,42.5074140,0.5847238,0.0000013,-0.0000013,0,0.9510000,0.2400000,-0.2400000,0,3.3581800,0.7522230,-0.7522230,0,6121.7200000,,,,2464.0000000,,,,10.1099000,0.007,-0.007,0,6020.0000000,139.3000000,-139.3000000,0,4.1800000,0.0800000,-0.0800000,0,1.2700000,0.2800000,-0.2800000,0
215.01,231912935,PC,00h29m16.32s,7.3180080,-63d47m26.24s,-63.7906230,26.2851255,0.0002099,-0.0002099,0,3.1573890,0.3639778,-0.3639778,0,3.5159824,0.3768110,-0.3768110,0,29.1145095,,,,592.4437457,,,,10.5011000,0.006,-0.006,0,5821.0000000,190.0000000,-190.0000000,0,4.4409400,0.3287310,-0.3287310,0,0.9644500,0.0476683,-0.0476683,0
2150.01,230267547,FP,17h38m21.87s,264.5911310,+18d28m25.95s,18.4738750,2.2263798,0.0000123,-0.0000123,0,2.8630000,0.2300000,-0.2300000,0,6.5139300,0.3263620,-0.3263620,0,2064.9000000,,,,1877.0000000,,,,10.4288000,0.006,-0.006,0,6446.3000000,103.4000000,-103.4000000,0,4.0300000,0.0800000,-0.0800000,0,1.8400000,0.0700000,-0.0700000,0
2151.01,23389848,FP,18h20m28.31s,275.1179760,+30d51m21.17s,30.8558800,15.6464300,0.0022000,-0.0022000,0,7.7500000,0.5930000,-0.5930000,0,16.1126000,0.8872880,-0.8872880,0,323.3670000,,,,1181.0000000,,,,10.1420000,0.006,-0.006,0,5660.0000000,128.7000000,-128.7000000,0,3.8600000,0.0800000,-0.0800000,0,1.9500000,0.1000000,-0.1000000,0
2152.01,395393265,CP,01h45m21.35s,26.3389720,+77d47m24.44s,77.7901230,3.3774300,0.0000100,-0.0000100,0,3.6220000,0.0240000,-0.0240000,0,16.7280000,0.7492410,-0.7492410,0,1389.7400000,,,,1700.0000000,,,,10.7053000,0.006,-0.006,0,6688.0000000,148.6000000,-148.6000000,0,4.1100000,0.0900000,-0.0900000,0,1.7300000,0.0800000,-0.0800000,0
2153.01,406855039,PC,18h19m28.92s,274.8705200,+71d14m55.05s,71.2486260,2.7178470,0.0000243,-0.0000243,0,5.1300000,0.8600000,-0.8600000,0,3.3675000,0.2655630,-0.2655630,0,13488.5000000,,,,3002.0000000,,,,9.5458100,0.006,-0.006,0,5668.0000000,127.1000000,-127.1000000,0,3.7600000,0.0800000,-0.0800000,0,2.1800000,0.1100000,-0.1100000,0
2275.01,272679240,PC,15h38m02.95s,234.5122990,+69d01m03.11s,69.0175310,20.1545356,0.0001375,-0.0001375,0,1.5487504,0.5313066,-0.5313066,0,2.2971871,3.5938485,-3.5938485,0,14.1254571,,,,494.4477185,,,,11.4208000,0.006,-0.006,0,4863.0000000,125.3540000,-125.3540000,0,4.6313600,0.0866781,-0.0866781,0,0.7123880,0.0482562,-0.0482562,0
2276.01,198456933,PC,17h27m20.82s,261.8367630,+58d12m51.67s,58.2143520,76.8645730,0.0008179,-0.0008179,0,6.0353455,0.5263764,-0.5263764,0,1.7678820,0.7710803,-0.7710803,0,5.1041020,,,,383.3536349,,,,8.9072000,0.006,-0.006,0,5482.0200000,137.7140000,-137.7140000,0,4.5343000,0.0859658,-0.0859658,0,0.8770420,0.0518744,-0.0518744,0
2277.01,288516853,PC,18h13m59.35s,273.4973110,+80d39m30.46s,80.6584620,101.9509736,0.0044760,-0.0044760,0,12.4042036,0.5869429,-0.5869429,0,3.3789105,0.7161260,-0.7161260,0,40.7166029,,,,644.2621741,,,,7.9861400,0.006,-0.006,0,6358.0000000,136.9050000,-136.9050000,0,3.7662400,0.0866643,-0.0866643,0,2.4366300,0.1106010,-0.1106010,0
2278.01,243313296,PC,19h18m03.2s,289.5133380,+56d14m12.4s,56.2367790,1.4663344,0.0000084,-0.0000084,0,0.4470000,0.3230000,-0.3230000,0,1.8712400,0.9545040,-0.9545040,0,40.7842000,,,,704.0000000,,,,12.4199000,0.007,-0.007,0,3412.0000000,157.0000000,-157.0000000,0,4.9014000,0.0028337,-0.0028337,0,0.3200000,0.0100000,-0.0100000,0
2279.01,115623434,PC,17h00m58.99s,255.2457950,+45d23m10.62s,45.3862830,3.1433617,0.0001265,-0.0001265,0,1.6382706,0.3098775,-0.3098775,0,2.2886699,1.9086000,-1.9086000,0,221.9336321,,,,984.4088961,,,,10.2455000,0.006,-0.006,0,4962.0000000,118.9630000,-118.9630000,0,4.5511500,0.0896259,-0.0896259,0,0.7949970,0.0492362,-0.0492362,0
228.01,77044471,KP,23h54m14.12s,358.5588440,-30d00m46.94s,-30.0130380,2.6865041,0.0000053,-0.0000053,0,2.5524772,0.0874480,-0.0874480,0,13.7470239,0.3625193,-0.3625193,0,994.8105653,,,,1432.3687809,,,,13.2576000,0.007,-0.007,0,5738.0000000,,,0,4.2383600,,,0,1.1827400,,,0
2280.01,115583726,PC,16h58m21.24s,254.5885070,+45d56m11.2s,45.9364450,18.6016754,0.0010578,-0.0010578,0,2.3690896,0.3961457,-0.3961457,0,9.1300283,3.9030464,-3.9030464,0,845.8744041,,,,1375.4544745,,,,8.4414300,0.006,-0.006,0,6175.0000000,121.6800000,-121.6800000,0,3.3730100,0.0809473,-0.0809473,0,3.7007000,0.1591360,-0.1591360,0
2281.01,264171144,PC,19h37m33.64s,294.3901640,+66d58m17.16s,66.9714320,210.6683580,0.0020938,-0.0020938,0,10.3865576,0.8460295,-0.8460295,0,2.8961818,0.9595894,-0.9595894,0,17.3175389,,,,520.2849849,,,,9.1364800,0.006,-0.006,0,6683.0000000,142.6610000,-142.6610000,0,4.2214600,0.0910537,-0.0910537,0,1.5259200,0.0646784,-0.0646784,0
2282.01,237211410,PC,19h37m30.25s,294.3760520,+74d46m56.32s,74.7823100,12.5536564,0.0001616,-0.0001616,0,5.9607692,0.5342872,-0.5342872,0,2.6465835,1.0823048,-1.0823048,0,495.2201029,,,,1203.1487275,,,,9.2973500,0.006,-0.006,0,7020.0000000,168.0770000,-168.0770000,0,4.0952600,0.0871822,-0.0871822,0,1.8450500,0.0738693,-0.0738693,0
2283.01,198211976,PC,16h33m19.99s,248.3332730,+63d31m28.19s,63.5244960,0.4018586,0.0000140,-0.0000140,0,1.5779753,0.6501796,-0.6501796,0,0.5525072,2.1341093,-2.1341093,0,568.7058283,,,,1245.4940849,,,,11.2076000,0.007,-0.007,0,3621.0000000,157.0000000,-157.0000000,0,4.7197000,0.0085570,-0.0085570,0,0.5202830,0.0152485,-0.0152485,0
2284.01,115446313,FP,16h49m53.25s,252.4718910,+47d19m01.14s,47.3169830,4.9689230,0.0004137,-0.0004137,0,2.0359366,0.4325549,-0.4325549,0,2.5692919,1.0103621,-1.0103621,0,510.5645624,,,,1212.3622820,,,,9.8837200,0.006,-0.006,0,6109.0000000,128.2250000,-128.2250000,0,4.3343800,0.0796843,-0.0796843,0,1.2083500,0.0538945,-0.0538945,0
2285.01,329148988,CP,22h10m15.18s,332.5632640,+58d42m21.93s,58.7060930,27.2695221,0.0007111,-0.0007111,0,2.4633215,0.7866017,-0.7866017,0,1.9042062,1.4864335,-1.4864335,0,1.6049577,,,,287.0685700,,,,11.3078000,0.007,-0.007,0,3546.0000000,157.0000000,-157.0000000,0,4.7726200,0.0066053,-0.0066053,0,0.4600140,0.0137236,-0.0137236,0
2286.01,237201858,PC,19h31m17.6s,292.8233150,+72d32m17.94s,72.5383170,179.4128684,0.0081436,-0.0081436,0,11.1736179,0.6231996,-0.6231996,0,4.0659473,0.6281619,-0.6281619,0,8.4372622,,,,434.6804781,,,,9.8523600,0.006,-0.006,0,6863.0000000,212.2020000,-212.2020000,0,4.2788200,0.0938819,-0.0938819,0,1.4648000,0.0625327,-0.0625327,0
2287.01,160077104,PC,14h51m00.19s,222.7507900,+85d53m43.41s,85.8953910,11.8117548,0.0003452,-0.0003452,0,3.4772902,0.4093190,-0.4093190,0,1.9490418,0.2349677,-0.2349677,0,154.3255376,,,,898.9368820,,,,8.5709000,0.006,-0.006,0,6037.0000000,121.6130000,-121.6130000,0,4.3281700,0.0746383,-0.0746383,0,1.2010500,0.0548794,-0.0548794,0
2288.01,462615350,PC,16h44m28.6s,251.1191800,+60d05m09.75s,60.0860430,8.9172703,0.0000535,-0.0000535,0,2.6083809,0.4277572,-0.4277572,0,3.0462308,0.9875360,-0.9875360,0,17.1074364,,,,518.6996834,,,,12.7090000,0.006,-0.006,0,4066.0000000,130.9150000,-130.9150000,0,4.6776600,0.1122290,-0.1122290,0,0.6052430,0.0581935,-0.0581935,0
1903.01,77156657,KP,04h32m32.75s,68.1364790,-38d58m05.87s,-38.9682970,3.8404319,0.0000097,-0.0000097,0,5.2420000,0.2290000,-0.2290000,0,12.3434000,0.5928970,-0.5928970,0,1599.9200000,,,,1761.0000000,,,,11.8831000,0.006,-0.006,0,5909.0000000,61.2000000,-61.2000000,0,4.4200000,2.0000000,-2.0000000,0,2.0400000,0.0900000,-0.0900000,0
1904.01,272213425,KP,12h00m39.62s,180.1650720,-45d47m58.04s,-45.7994560,4.3250790,0.0004481,-0.0004481,0,4.5840299,0.0967884,-0.0967884,0,17.9355814,0.9174740,-0.9174740,0,2179.3612296,,,,1742.6174344,,,,11.1138000,0.006,-0.006,0,6457.0000000,134.1000000,-134.1000000,0,3.9000000,0.0900000,-0.0900000,0,2.1276000,0.1026880,-0.1026880,0
1905.01,429302040,KP,12h33m32.74s,188.3864280,-10d08m46.37s,-10.1462140,5.7222600,0.0001100,-0.0001100,0,2.6480000,0.0300000,-0.0300000,0,12.8433000,0.9281070,-0.9281070,0,37.0251000,,,,687.0000000,,,,10.4180000,0.006,-0.006,0,4233.2000000,164.2000000,-164.2000000,0,4.6400000,,,0,0.7300000,0.0500000,-0.0500000,0
1906.01,308098254,KP,11h13m10.3s,168.2929080,-17d39m28s,-17.6577790,9.6246665,0.0000175,-0.0000175,0,4.2970000,0.3160000,-0.3160000,0,12.3182000,0.6812920,-0.6812920,0,121.9180000,,,,925.0000000,,,,11.5688000,0.006,-0.006,0,5473.0000000,123.4000000,-123.4000000,0,4.2600000,0.0800000,-0.0800000,0,1.2000000,0.0600000,-0.0600000,0
1907.01,453789494,KP,13h17m44.1s,199.4337420,-47d14m15.27s,-47.2375750,5.4774433,0.0000044,-0.0000044,0,5.2770000,0.0390000,-0.0390000,0,20.3433000,0.9896400,-0.9896400,0,1506.5000000,,,,1735.0000000,,,,10.7316000,0.006,-0.006,0,6942.0000000,195.8000000,-195.8000000,0,3.9400000,0.6100000,-0.6100000,0,2.0900000,0.1000000,-0.1000000,0
1908.01,37718056,KP,00h16m35.12s,4.1463470,-10d58m35.12s,-10.9764230,3.6568800,0.0005300,-0.0005300,0,3.5420000,0.1380000,-0.1380000,0,12.8031000,0.7095840,-0.7095840,0,903.0130000,,,,1527.0000000,,,,11.7083000,0.007,-0.007,0,6239.0000000,126.7000000,-126.7000000,0,4.1500000,0.0900000,-0.0900000,0,1.5300000,0.0800000,-0.0800000,0
1909.01,232038798,KP,06h26m58.71s,96.7446430,-46d49m16.91s,-46.8213640,4.1536624,0.0000027,-0.0000027,0,1.7020000,0.1510000,-0.1510000,0,12.7595000,0.6522240,-0.6522240,0,278.8860000,,,,1138.0000000,,,,11.3187000,0.006,-0.006,0,5818.8000000,409.4000000,-409.4000000,0,4.2400000,0.3900000,-0.3900000,0,1.0900000,0.0500000,-0.0500000,0
191.01,183532609,KP,23h59m36.21s,359.9008740,-35d01m52.81s,-35.0313350,8.1584545,0.0002458,-0.0002458,0,4.4269549,0.0265766,-0.0265766,0,12.7452371,0.7473671,-0.7473671,0,138.8172262,,,,875.4484741,,,,9.1468000,0.006,-0.006,0,5600.0000000,,,0,4.5050100,,,0,0.9966410,0.0580502,-0.0580502,0
1910.01,437261733,KP,11h21m17.84s,170.3243250,-22d23m17.44s,-22.3881770,5.4161129,0.0000165,-0.0000165,0,3.3850000,0.0920000,-0.0920000,0,13.3752000,,,0,232.3970000,,,,1087.0000000,,,,13.2958000,0.007,-0.007,0,5652.0000000,122.0000000,-122.0000000,0,4.3600000,,,0,1.1000000,,,0
1911.01,44745133,KP,04h06m37.87s,61.6578010,-25d20m58.8s,-25.3496670,7.8181434,0.0000637,-0.0000637,0,4.9800000,0.4290000,-0.4290000,0,9.9517700,0.5897130,-0.5897130,0,266.8510000,,,,1125.0000000,,,,12.5757000,0.007,-0.007,0,5549.0000000,123.1000000,-123.1000000,0,4.0000000,0.0800000,-0.0800000,0,1.6400000,0.0800000,-0.0800000,0
1912.01,50712784,KP,08h25m21.08s,126.3378250,-11d30m03.56s,-11.5009890,5.4053583,0.0000092,-0.0000092,0,4.8590000,0.1180000,-0.1180000,0,13.4237000,0.6284670,-0.6284670,0,857.1190000,,,,1507.0000000,,,,10.5579000,0.006,-0.006,0,6410.0000000,128.8000000,-128.8000000,0,4.1400000,0.0900000,-0.0900000,0,1.5900000,0.0700000,-0.0700000,0
1913.01,53458803,KP,06h51m23.38s,102.8474250,-29d03m31.16s,-29.0586550,3.3489038,0.0000705,-0.0000705,0,3.3546298,0.0502867,-0.0502867,0,13.0110380,0.6761063,-0.6761063,0,740.2245660,,,,1330.3337928,,,,11.8656000,0.007,-0.007,0,5711.0000000,124.0000000,-124.0000000,0,4.2700000,0.0700000,-0.0700000,0,1.2295901,0.0607839,-0.0607839,0
