toi,tid,tfopwg_disp,rastr,ra,decstr,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
3621.01,435861696,PC,00h47m33.09s,11.8878600,+21d56m18.79s,21.9385520,5.6902814,0.0005800,-0.0005800,0,2.3440000,0.3140000,-0.3140000,0,12.9495000,1.1887700,-1.1887700,0,121.7360000,,,,925.0000000,,,,12.0000000,0.589,-0.589,0,5400.1000000,39.0000000,-39.0000000,0,,,,0,0.8600000,0.0700000,-0.0700000,0
3622.01,432761635,PC,00h56m39.46s,14.1644190,+39d53m29.8s,39.8916110,3.2130030,0.0009228,-0.0009228,0,3.3700000,0.3300000,-0.3300000,0,13.1546000,,,0,754.6320000,,,,1460.0000000,,,,13.2595000,0.008,-0.008,0,5688.6000000,51.7000000,-51.7000000,0,4.2200000,,,0,1.3000000,,,0
3623.01,422881018,PC,01h04m43.05s,16.1793580,+40d36m53.86s,40.6149620,5.7462418,0.0023898,-0.0023898,0,3.3270000,0.3340000,-0.3340000,0,10.7308000,,,0,257.8430000,,,,1116.0000000,,,,13.1948000,0.007,-0.007,0,5867.3000000,102.4000000,-102.4000000,0,4.3100000,,,0,1.1900000,,,0
3624.01,414922696,PC,01h00m46.51s,15.1937960,+15d09m58.19s,15.1661640,7.6521047,0.0051655,-0.0051655,0,3.7520000,0.6190000,-0.6190000,0,7.9954900,0.5647870,-0.5647870,0,240.9010000,,,,1097.0000000,,,,11.8728000,0.008,-0.008,0,6065.0000000,127.9000000,-127.9000000,0,4.1500000,0.0800000,-0.0800000,0,1.4900000,0.0700000,-0.0700000,0
3625.01,1980725947,PC,20h15m06.54s,303.7772680,+59d40m36.88s,59.6769100,2.9710609,0.0000508,-0.0000508,0,3.2010000,0.1300000,-0.1300000,0,14.9749000,0.7176890,-0.7176890,0,984.7710000,,,,1560.0000000,,,,12.3730000,0.010,-0.010,0,6122.0000000,130.4000000,-130.4000000,0,4.2700000,0.0800000,-0.0800000,0,1.3000000,0.0600000,-0.0600000,0
3626.01,398912927,FP,01h14m12.96s,18.5539800,+19d28m13.59s,19.4704410,19.8875338,0.0035690,-0.0035690,0,1.3400000,0.3720000,-0.3720000,0,13.6050000,5.2774800,-5.2774800,0,17.0243000,,,,565.0000000,,,,10.8154000,0.007,-0.007,0,5856.2000000,112.3000000,-112.3000000,0,4.0700000,0.0800000,-0.0800000,0,1.5700000,0.0700000,-0.0700000,0
3627.01,1979500576,FP,20h56m09.72s,314.0405170,+57d42m30.12s,57.7083670,2.6342729,0.0004907,-0.0004907,0,3.9980000,0.5200000,-0.5200000,0,,,,0,,,,,,,,,12.2546000,0.009,-0.009,0,,,,0,,,,0,,,,0
3628.01,238624131,PC,00h51m27.85s,12.8660440,+47d39m46.1s,47.6628060,3.4932955,0.0005543,-0.0005543,0,2.7540000,0.4380000,-0.4380000,0,11.7024000,0.7249520,-0.7249520,0,551.9650000,,,,1350.0000000,,,,11.6203000,0.008,-0.008,0,5699.0000000,127.7000000,-127.7000000,0,4.2900000,0.0800000,-0.0800000,0,1.2000000,0.0600000,-0.0600000,0
3629.01,455784423,PC,23h59m10.41s,359.7933850,+39d18m51.32s,39.3142560,3.9381727,0.0006083,-0.0006083,0,2.1790000,0.1390000,-0.1390000,0,8.1188400,0.3238680,-0.3238680,0,33.8259000,,,,671.0000000,,,,12.7882000,0.007,-0.007,0,3689.0000000,157.0000000,-157.0000000,0,4.6400000,0.0100000,-0.0100000,0,0.6100000,0.0200000,-0.0200000,0
363.01,262530780,APC,01h22m11.34s,20.5472650,-44d51m43.73s,-44.8621460,8.2238800,0.0000200,-0.0000200,0,1.8340000,0.2670000,-0.2670000,0,12.4698000,0.8739270,-0.8739270,0,24.2523000,,,,618.0000000,,,,12.9465000,0.006,-0.006,0,5177.0000000,130.0000000,-130.0000000,0,4.3900000,0.0900000,-0.0900000,0,0.9900000,0.0600000,-0.0600000,0
3630.01,189380158,KP,01h27m29.06s,21.8711010,+38d58m05.21s,38.9681140,1.9618085,0.0002537,-0.0002537,0,2.7490000,0.2220000,-0.2220000,0,12.8959000,,,0,1611.5300000,,,,1765.0000000,,,,13.0942000,0.007,-0.007,0,6026.0000000,122.0000000,-122.0000000,0,4.4100000,,,0,1.1000000,,,0
3631.01,429414530,FP,20h56m09.72s,314.0405120,+57d42m30.16s,57.7083790,2.6340964,0.0006795,-0.0006795,0,3.4770000,0.9010000,-0.9010000,0,4.1106000,1.2025800,-1.2025800,0,1091.4800000,,,,1601.0000000,,,,11.9630000,0.019,-0.019,0,5163.2000000,714.1000000,-714.1000000,0,,,,0,0.8300000,0.2300000,-0.2300000,0
3632.01,186292194,PC,01h08m22.43s,17.0934480,+37d42m02.35s,37.7006520,3.2405937,0.0004211,-0.0004211,0,3.4140000,0.1450000,-0.1450000,0,14.3926000,0.8391090,-0.8391090,0,1303.2300000,,,,1673.0000000,,,,12.1665000,0.007,-0.007,0,6605.4000000,145.8000000,-145.8000000,0,4.3100000,0.1000000,-0.1000000,0,1.3600000,0.0800000,-0.0800000,0
3633.01,429218084,PC,20h53m16.13s,313.3172140,+58d05m40.53s,58.0945930,2.5261394,0.0002564,-0.0002564,0,1.3430000,0.2410000,-0.2410000,0,18.5923000,2.5778000,-2.5778000,0,567.7920000,,,,1359.0000000,,,,12.2391000,0.018,-0.018,0,7233.0000000,169.6000000,-169.6000000,0,3.5400000,0.1200000,-0.1200000,0,3.6000000,0.4400000,-0.4400000,0
3634.01,80478272,PC,00h50m16.7s,12.5695870,+27d34m07.7s,27.5688060,5.0859853,0.0009657,-0.0009657,0,2.4370000,0.6620000,-0.6620000,0,13.9022000,,,0,630.3250000,,,,,,,,11.2240000,0.032,-0.032,0,6360.4000000,,,0,,,,0,1.4800000,,,0
3635.01,428003305,PC,23h17m12.43s,349.3018000,+44d36m44.41s,44.6123360,1.8042720,0.0002676,-0.0002676,0,4.1320000,0.2350000,-0.2350000,0,13.6692000,0.8049640,-0.8049640,0,4447.5400000,,,,2275.0000000,,,,12.7382000,0.006,-0.006,0,5972.0000000,123.5000000,-123.5000000,0,3.8100000,0.0800000,-0.0800000,0,2.1600000,0.1100000,-0.1100000,0
3649.01,139559780,PC,02h40m51.93s,40.2163560,+36d06m28.04s,36.1077890,3.2637419,0.0012015,-0.0012015,0,1.9770000,0.3140000,-0.3140000,0,13.3617000,,,0,328.6810000,,,,1186.0000000,,,,13.1370000,0.008,-0.008,0,6016.1000000,45.4000000,-45.4000000,0,4.1800000,,,0,1.4200000,,,0
365.01,118586896,APC,00h43m41.37s,10.9223680,-38d02m35.57s,-38.0432130,12.1102800,0.0000300,-0.0000300,0,3.3350000,0.1250000,-0.1250000,0,34.1747000,,,0,89.3226000,,,,856.0000000,,,,13.2642000,0.006,-0.006,0,5808.0000000,122.0000000,-122.0000000,0,4.2300000,,,0,1.2900000,,,0
3650.01,139507260,PC,02h38m11.73s,39.5488880,+39d16m43.14s,39.2786510,1.7556768,0.0002993,-0.0002993,0,2.0710000,0.1740000,-0.1740000,0,13.5290000,2.5335700,-2.5335700,0,888.1690000,,,,1520.0000000,,,,13.3210000,0.018,-0.018,0,5670.5000000,552.6000000,-552.6000000,0,,,,0,1.1900000,0.2200000,-0.2200000,0
3651.01,415976665,PC,02h18m15.01s,34.5625580,+44d05m16.76s,44.0879890,1.5258908,0.0006971,-0.0006971,0,1.5240000,0.4120000,-0.4120000,0,13.0167000,6.3337500,-6.3337500,0,9800.5000000,,,,2771.0000000,,,,11.4822000,0.008,-0.008,0,6714.1000000,145.2000000,-145.2000000,0,4.0600000,0.1000000,-0.1000000,0,1.8500000,0.1100000,-0.1100000,0
3652.01,116848450,PC,03h07m04.99s,46.7708090,+49d00m37.09s,49.0103020,3.4813805,0.0011255,-0.0011255,0,3.9850000,0.8880000,-0.8880000,0,19.9279000,1.3520100,-1.3520100,0,2604.8500000,,,,1990.0000000,,,,11.7419000,0.016,-0.016,0,6841.0000000,164.6000000,-164.6000000,0,3.6600000,0.0900000,-0.0900000,0,2.9700000,0.1600000,-0.1600000,0
3653.01,410552165,PC,01h50m06.85s,27.5285480,+49d06m17.43s,49.1048420,4.6043745,0.0013028,-0.0013028,0,1.2580000,0.2020000,-0.2020000,0,14.5851000,,,0,61.6732000,,,,780.0000000,,,,13.0006000,0.008,-0.008,0,5981.0000000,122.0000000,-122.0000000,0,4.3800000,,,0,1.1200000,,,0
3654.01,396556650,PC,02h37m25.69s,39.3570610,+42d58m16.4s,42.9712220,2.2771820,0.0006275,-0.0006275,0,1.6750000,0.2890000,-0.2890000,0,8.2611700,0.7268290,-0.7268290,0,394.5840000,,,,1241.0000000,,,,12.7096000,0.007,-0.007,0,5622.0000000,127.6000000,-127.6000000,0,4.3400000,0.0900000,-0.0900000,0,1.1200000,0.0800000,-0.0800000,0
3655.01,94609570,APC,03h58m34.46s,59.6435770,+30d51m58.91s,30.8663650,3.3325651,0.0000064,-0.0000064,0,2.1460000,0.1550000,-0.1550000,0,24.4764000,,,0,1100.4400000,,,,,,,,12.1904000,0.006,-0.006,0,6229.9000000,,,0,,,,0,1.5000000,,,0
3656.01,77258279,PC,02h43m25.57s,40.8565590,+32d33m28.75s,32.5579860,5.5116348,0.0022832,-0.0022832,0,2.7000000,0.5280000,-0.5280000,0,12.6958000,,,0,160.6350000,,,,991.0000000,,,,13.1951000,0.009,-0.009,0,5587.5000000,119.3000000,-119.3000000,0,4.2900000,,,0,1.1800000,,,0
3657.01,381544766,PC,02h00m00.78s,30.0032630,+38d31m47.87s,38.5299640,4.0903496,0.0004099,-0.0004099,0,2.7250000,0.2150000,-0.2150000,0,14.4344000,,,0,408.6310000,,,,,,,,12.3280000,0.176,-0.176,0,6191.8000000,,,0,,,,0,1.2200000,,,0
3658.01,71854732,PC,01h45m11.38s,26.2974100,+54d33m34.75s,54.5596530,3.1033045,0.0016996,-0.0016996,0,3.4660000,0.6860000,-0.6860000,0,,,,0,6023.4700000,,,,2454.0000000,,,,12.6532000,0.006,-0.006,0,8951.0000000,338.1000000,-338.1000000,0,,,,0,,,,0
3659.01,374778982,PC,02h07m00.07s,31.7503090,+55d10m43.63s,55.1787850,2.3878161,0.0020633,-0.0020633,0,2.6040000,0.6310000,-0.6310000,0,7.6007700,,,0,601.2570000,,,,1379.0000000,,,,13.4977000,0.006,-0.006,0,5097.0000000,122.0000000,-122.0000000,0,4.5000000,,,0,0.8700000,,,0
366.01,251878904,PC,00h38m46.1s,9.6920720,-34d12m53.67s,-34.2149070,1.7025777,0.0003563,-0.0003563,0,1.8973379,0.2143171,-0.2143171,0,12.2814977,0.9881254,-0.9881254,0,1762.7023914,,,,1652.5876314,,,,13.5477000,0.006,-0.006,0,5504.0000000,122.0000000,-122.0000000,0,4.2100000,,,0,1.2796600,,,0
3660.01,67517533,PC,01h58m03.34s,29.5139260,+41d13m12.89s,41.2202480,3.9491382,0.0006254,-0.0006254,0,1.4160000,0.1730000,-0.1730000,0,15.3227000,0.9329590,-0.9329590,0,138.0580000,,,,954.0000000,,,,12.8235000,0.007,-0.007,0,6373.0000000,128.6000000,-128.6000000,0,4.2200000,0.0900000,-0.0900000,0,1.4400000,0.0700000,-0.0700000,0
3661.01,370123525,PC,01h27m10.13s,21.7922020,+58d57m38.3s,58.9606400,2.6405742,0.0006748,-0.0006748,0,3.4610000,0.5990000,-0.5990000,0,,,,0,,,,,,,,,12.8309000,0.007,-0.007,0,,,,0,,,,0,,,,0
3662.01,65446983,PC,03h37m37.35s,54.4056220,+46d50m34.33s,46.8428700,9.9908116,0.0020103,-0.0020103,0,3.5660000,0.2560000,-0.2560000,0,13.9288000,,,0,335.8800000,,,,,,,,10.7043000,0.006,-0.006,0,7934.0000000,,,0,,,,0,2.0200000,,,0
3663.01,354151219,PC,01h24m42.56s,21.1773290,+51d40m18.68s,51.6718550,3.5639033,0.0008821,-0.0008821,0,2.1110000,0.4520000,-0.4520000,0,9.6478900,0.8266150,-0.8266150,0,657.8040000,,,,1410.0000000,,,,11.5917000,0.012,-0.012,0,6940.9000000,137.1000000,-137.1000000,0,3.8500000,0.1000000,-0.1000000,0,2.4100000,0.1400000,-0.1400000,0
3664.01,348437470,PC,02h21m14.04s,35.3084940,+59d42m42.69s,59.7118570,3.2963391,0.0010879,-0.0010879,0,2.2330000,0.3200000,-0.3200000,0,13.6130000,1.0374000,-1.0374000,0,283.7130000,,,,1143.0000000,,,,12.9100000,0.006,-0.006,0,5556.0000000,213.2000000,-213.2000000,0,4.2900000,0.0900000,-0.0900000,0,1.1800000,0.0600000,-0.0600000,0
3665.01,65440953,PC,03h36m51.6s,54.2149810,+44d46m11.45s,44.7698460,0.8746494,0.0004607,-0.0004607,0,1.5760000,0.3070000,-0.3070000,0,3.7131900,0.3550090,-0.3550090,0,1522.9500000,,,,1740.0000000,,,,12.4829000,0.006,-0.006,0,4977.4000000,111.6000000,-111.6000000,0,4.5400000,0.0900000,-0.0900000,0,0.8100000,0.0500000,-0.0500000,0
3666.01,346626688,KP,02h57m53.04s,44.4709880,+30d37m32.15s,30.6255970,4.4084292,0.0005227,-0.0005227,0,3.2850000,0.3550000,-0.3550000,0,13.5737000,0.7152360,-0.7152360,0,502.9910000,,,,1319.0000000,,,,11.4453000,0.006,-0.006,0,5961.2000000,106.9000000,-106.9000000,0,4.2500000,0.0700000,-0.0700000,0,1.3000000,0.0600000,-0.0600000,0
3595.01,440113053,KP,00h19m26.23s,4.8592750,+44d01m39.35s,44.0275960,1.8052032,0.0001203,-0.0001203,0,2.0180000,0.1020000,-0.1020000,0,12.7049000,0.8593930,-0.8593930,0,477.1170000,,,,1302.0000000,,,,12.8416000,0.007,-0.007,0,5090.0000000,127.7000000,-127.7000000,0,4.5400000,0.0900000,-0.0900000,0,0.8200000,0.0500000,-0.0500000,0
3596.01,352690548,PC,23h44m30.79s,356.1283050,+36d21m42.18s,36.3617170,4.9067429,0.0019267,-0.0019267,0,3.3290000,0.4650000,-0.4650000,0,8.5639200,0.5440720,-0.5440720,0,412.2640000,,,,1255.0000000,,,,12.8277000,0.008,-0.008,0,5989.7000000,100.6000000,-100.6000000,0,4.4700000,0.0800000,-0.0800000,0,1.0100000,0.0500000,-0.0500000,0
3597.01,267650535,KP,00h38m03.98s,9.5165830,+34d42m41.05s,34.7114020,4.0093907,0.0002011,-0.0002011,0,2.6310000,0.0940000,-0.0940000,0,12.2116000,0.7760620,-0.7760620,0,152.2000000,,,,978.0000000,,,,11.9475000,0.006,-0.006,0,5007.0000000,114.7000000,-114.7000000,0,4.5600000,0.0800000,-0.0800000,0,0.8000000,0.0500000,-0.0500000,0
3598.01,352469839,PC,20h24m11.88s,306.0495040,+59d16m42.35s,59.2784300,3.7035944,0.0002618,-0.0002618,0,1.7400000,0.2950000,-0.2950000,0,18.0145000,1.1087200,-1.1087200,0,257.2260000,,,,1115.0000000,,,,12.9723000,0.010,-0.010,0,6282.0000000,136.3000000,-136.3000000,0,4.1700000,0.0900000,-0.0900000,0,1.5000000,0.0700000,-0.0700000,0
3599.01,194461202,PC,00h16m22.8s,4.0949880,+38d17m54.71s,38.2985310,3.2523102,0.0006564,-0.0006564,0,2.7110000,0.2670000,-0.2670000,0,9.6972000,,,0,382.3910000,,,,1231.0000000,,,,13.2597000,0.007,-0.007,0,5396.4000000,86.0000000,-86.0000000,0,4.5000000,,,0,0.9000000,,,0
360.01,13023738,FP,23h08m20.37s,347.0848700,-29d35m25.61s,-29.5904460,8.0635000,0.0000600,-0.0000600,0,3.3960000,0.3710000,-0.3710000,0,24.3071000,7.8734400,-7.8734400,0,621.0880000,,,,1390.0000000,,,,12.2524000,0.007,-0.007,0,5657.0000000,118.0000000,-118.0000000,0,3.9700000,0.0800000,-0.0800000,0,1.7100000,0.1000000,-0.1000000,0
3600.01,343726435,PC,21h05m32.14s,316.3839090,+56d30m15.72s,56.5043670,5.0161796,0.0006658,-0.0006658,0,3.4000000,0.3070000,-0.3070000,0,16.3319000,0.9925370,-0.9925370,0,572.8910000,,,,1362.0000000,,,,12.9025000,0.015,-0.015,0,6616.0000000,150.7000000,-150.7000000,0,4.0500000,0.0900000,-0.0900000,0,1.8300000,0.0800000,-0.0800000,0
3601.01,191202679,PC,00h34m48.29s,8.7012080,+45d23m14.69s,45.3874140,4.0517159,0.0010586,-0.0010586,0,3.0280000,0.2470000,-0.2470000,0,11.2018000,0.7595780,-0.7595780,0,577.5550000,,,,1365.0000000,,,,12.4226000,0.007,-0.007,0,6284.0000000,126.6000000,-126.6000000,0,4.2000000,0.0900000,-0.0900000,0,1.4500000,0.0800000,-0.0800000,0
3602.01,331146317,PC,21h43m53.31s,325.9721430,+54d34m27.37s,54.5742690,2.3876147,0.0001564,-0.0001564,0,2.6350000,0.1430000,-0.1430000,0,16.1032000,0.7928580,-0.7928580,0,1348.8500000,,,,1688.0000000,,,,11.7506000,0.026,-0.026,0,6566.0000000,199.1000000,-199.1000000,0,4.3600000,0.0900000,-0.0900000,0,1.2700000,0.0600000,-0.0600000,0
3603.01,13961554,PC,00h54m52.76s,13.7198440,+24d43m26.67s,24.7240750,1.2678347,0.0002864,-0.0002864,0,0.9530000,0.2070000,-0.2070000,0,8.2570700,,,0,308.2950000,,,,1167.0000000,,,,13.2666000,0.007,-0.007,0,5303.0000000,124.0000000,-124.0000000,0,4.4900000,,,0,0.9000000,,,0
3604.01,330135981,PC,22h14m00.25s,333.5010550,+56d55m08.33s,56.9189810,1.0666884,0.0000114,-0.0000114,0,1.5490000,0.0680000,-0.0680000,0,,,,0,957.5880000,,,,1549.0000000,,,,11.7344000,0.007,-0.007,0,4893.1000000,28.6000000,-28.6000000,0,,,,0,,,,0
3605.01,329373799,PC,22h10m51.74s,332.7156040,+54d28m52.43s,54.4812310,3.6552941,0.0001571,-0.0001571,0,4.0850000,0.1830000,-0.1830000,0,17.1891000,0.8540740,-0.8540740,0,1235.6900000,,,,1651.0000000,,,,11.7890000,0.010,-0.010,0,6321.0000000,134.0000000,-134.0000000,0,4.1500000,0.0900000,-0.0900000,0,1.5600000,0.0700000,-0.0700000,0
3606.01,315907220,PC,21h24m58.81s,321.2450600,+57d39m59.88s,57.6666320,9.3123063,0.0009019,-0.0009019,0,4.4200000,0.6630000,-0.6630000,0,,,,0,39.7628000,,,,699.0000000,,,,12.6864000,0.006,-0.006,0,3979.0000000,137.3000000,-137.3000000,0,,,,0,,,,0
3607.01,277505161,PC,20h42m49.19s,310.7049520,+58d30m53.8s,58.5149450,3.5891306,0.0002948,-0.0002948,0,2.3560000,0.2250000,-0.2250000,0,,,,0,,,,,,,,,13.1142000,0.009,-0.009,0,,,,0,,,,0,,,,0
3608.01,267867517,FP,20h49m49.5s,312.4562610,+56d53m47.64s,56.8965680,2.6816329,0.0007150,-0.0007150,0,2.6950000,0.6040000,-0.6040000,0,13.2689000,,,0,1859.6200000,,,,1829.0000000,,,,13.1802000,0.016,-0.016,0,7047.0000000,122.0000000,-122.0000000,0,3.8900000,,,0,2.3400000,,,0
3609.01,267861788,PC,20h49m31.8s,312.3825170,+59d42m36.05s,59.7100130,6.3857840,0.0006029,-0.0006029,0,3.7330000,0.3310000,-0.3310000,0,9.7243500,0.6218650,-0.6218650,0,214.9330000,,,,1066.0000000,,,,12.7960000,0.006,-0.006,0,5519.0000000,246.3000000,-246.3000000,0,4.2900000,0.0900000,-0.0900000,0,1.1700000,0.0600000,-0.0600000,0
361.01,144276942,APC,23h35m36.88s,353.9036870,-44d48m31.71s,-44.8088090,1.5351652,0.0000739,-0.0000739,0,0.9492628,0.1226027,-0.1226027,0,6.8350786,14.0890440,-14.0890440,0,277.5151143,,,,1040.9776611,,,,11.9699000,0.006,-0.006,0,4215.0000000,87.4000000,-87.4000000,0,4.5900000,0.2200000,-0.2200000,0,0.7445730,0.0762965,-0.0762965,0
3610.01,267484653,APC,19h54m49.42s,298.7059250,+58d18m05.91s,58.3016430,1.7384679,0.0000043,-0.0000043,0,1.8690000,0.1710000,-0.1710000,0,10.3388000,0.6591460,-0.6591460,0,767.4690000,,,,1466.0000000,,,,12.3512000,0.008,-0.008,0,5540.0000000,126.8000000,-126.8000000,0,3.9500000,0.0800000,-0.0800000,0,1.7200000,0.1000000,-0.1000000,0
3611.01,252549844,PC,22h59m51.5s,344.9645680,+50d40m54.85s,50.6819020,3.0784273,0.0003003,-0.0003003,0,3.6120000,0.1770000,-0.1770000,0,14.5528000,0.7905960,-0.7905960,0,1254.9900000,,,,1658.0000000,,,,12.9106000,0.009,-0.009,0,6153.0000000,131.7000000,-131.7000000,0,4.0800000,0.0800000,-0.0800000,0,1.6400000,0.0800000,-0.0800000,0
3612.01,233948455,KP,20h20m53.27s,305.2219450,+59d26m56.05s,59.4489030,1.4822451,0.0000011,-0.0000011,0,1.5950000,0.0530000,-0.0530000,0,14.0641000,0.8918260,-0.8918260,0,442.9930000,,,,1278.0000000,,,,12.8830000,0.006,-0.006,0,5115.0000000,101.7000000,-101.7000000,0,4.4500000,0.0800000,-0.0800000,0,0.9100000,0.0600000,-0.0600000,0
3613.01,233795794,PC,20h13m26.66s,303.3610660,+58d47m56.9s,58.7991380,3.1495598,0.0000568,-0.0000568,0,2.7490000,0.1020000,-0.1020000,0,13.6713000,,,0,481.5140000,,,,1305.0000000,,,,13.1431000,0.006,-0.006,0,5766.0000000,122.0000000,-122.0000000,0,4.4900000,,,0,0.9600000,,,0
3614.01,233831759,FA,20h15m06.64s,303.7776780,+59d40m35.66s,59.6765730,2.9708603,0.0000545,-0.0000545,0,3.1220000,0.1380000,-0.1380000,0,,,,0,,,,,,,,,11.1710000,0.225,-0.225,0,,,,0,,,,0,,,,0
3615.01,173711153,PC,23h17m40.16s,349.4173440,+44d38m53.91s,44.6483080,3.1326267,0.0004960,-0.0004960,0,3.6410000,0.4130000,-0.4130000,0,10.9196000,0.7119380,-0.7119380,0,1000.4200000,,,,1566.0000000,,,,12.7295000,0.007,-0.007,0,5684.0000000,128.0000000,-128.0000000,0,3.9900000,0.0800000,-0.0800000,0,1.6900000,0.0900000,-0.0900000,0
3616.01,173298412,PC,23h07m00.58s,346.7524120,+47d02m40.47s,47.0445760,2.4184577,0.0002247,-0.0002247,0,2.5110000,0.3730000,-0.3730000,0,20.7990000,1.3413300,-1.3413300,0,2376.2200000,,,,1945.0000000,,,,12.0526000,0.011,-0.011,0,7316.0000000,141.1000000,-141.1000000,0,3.7300000,0.0900000,-0.0900000,0,2.9000000,0.1500000,-0.1500000,0
3617.01,173176491,PC,23h04m30.14s,346.1255970,+45d19m29.11s,45.3247540,3.2341920,0.0002581,-0.0002581,0,2.1810000,0.2870000,-0.2870000,0,15.7858000,0.9696090,-0.9696090,0,423.5840000,,,,1263.0000000,,,,12.6627000,0.007,-0.007,0,6065.0000000,125.9000000,-125.9000000,0,4.0600000,0.0800000,-0.0800000,0,1.6400000,0.0800000,-0.0800000,0
3636.01,61205803,KP,01h24m15.63s,21.0651250,+32d48m38.52s,32.8107000,4.2166913,0.0005845,-0.0005845,0,3.3130000,0.3360000,-0.3360000,0,14.6682000,0.8970560,-0.8970560,0,335.4000000,,,,1192.0000000,,,,12.7628000,0.008,-0.008,0,5425.9000000,114.6000000,-114.6000000,0,4.4100000,0.0800000,-0.0800000,0,1.0100000,0.0600000,-0.0600000,0
3637.01,370981403,PC,21h56m55.59s,329.2316070,+53d49m35.51s,53.8265310,3.7328807,0.0004602,-0.0004602,0,5.3820000,0.2160000,-0.2160000,0,,,,0,1200.0700000,,,,1639.0000000,,,,12.9487000,0.006,-0.006,0,5579.5000000,226.8000000,-226.8000000,0,,,,0,,,,0
3638.01,47094691,PC,01h33m46.26s,23.4427630,+17d49m35.87s,17.8266310,4.9258489,0.0007354,-0.0007354,0,1.3550000,0.3990000,-0.3990000,0,14.4729000,1.5356500,-1.5356500,0,55.9229000,,,,761.0000000,,,,12.5931000,0.008,-0.008,0,5263.0000000,121.1000000,-121.1000000,0,4.2700000,0.0800000,-0.0800000,0,1.1500000,0.0600000,-0.0600000,0
3639.01,365447203,PC,21h50m57.66s,327.7402500,+58d50m25.41s,58.8403910,5.7210046,0.0006502,-0.0006502,0,3.0310000,0.1900000,-0.1900000,0,14.1097000,,,0,196.6130000,,,,1043.0000000,,,,13.2010000,0.012,-0.012,0,5856.0000000,122.0000000,-122.0000000,0,4.3600000,,,0,1.1300000,,,0
364.01,47425697,PC,22h49m01.48s,342.2561700,-24d57m33.46s,-24.9592950,0.4939300,0.0001800,-0.0001800,0,0.8900000,0.3950000,-0.3950000,0,3.1324700,,,0,4398.9200000,,,,,,,,10.4913000,0.007,-0.007,0,6219.7000000,,,0,,,,0,1.3300000,,,0
3640.01,200917197,PC,03h38m09.18s,54.5382400,+40d28m31.99s,40.4755520,1.2195048,0.0002924,-0.0002924,0,1.5030000,0.2810000,-0.2810000,0,20.0257000,3.5506800,-3.5506800,0,5350.6600000,,,,2382.0000000,,,,12.1395000,0.008,-0.008,0,8273.0000000,138.2000000,-138.2000000,0,3.6600000,0.1600000,-0.1600000,0,3.4900000,0.5900000,-0.5900000,0
3641.01,192878624,PC,03h19m26.15s,49.8589780,+44d44m47.06s,44.7464060,5.7376859,0.0035919,-0.0035919,0,4.7930000,0.5620000,-0.5620000,0,,,,0,483.5010000,,,,1306.0000000,,,,13.3405000,0.006,-0.006,0,5668.6000000,621.2000000,-621.2000000,0,,,,0,,,,0
3642.01,186614891,PC,03h00m35.58s,45.1482510,+39d56m06.4s,39.9351100,4.0844000,0.0004306,-0.0004306,0,1.9320000,0.3300000,-0.3300000,0,14.1013000,0.9614150,-0.9614150,0,141.2400000,,,,960.0000000,,,,12.5822000,0.008,-0.008,0,5458.0000000,131.5000000,-131.5000000,0,4.4500000,0.0800000,-0.0800000,0,0.9600000,0.0500000,-0.0500000,0
3643.01,453230066,FP,01h35m58.22s,23.9925740,+54d42m59.19s,54.7164410,1.5492212,0.0006720,-0.0006720,0,2.2870000,0.4480000,-0.4480000,0,6.8043100,0.5066660,-0.5066660,0,8634.8000000,,,,2685.0000000,,,,10.9469000,0.008,-0.008,0,8364.0000000,129.8000000,-129.8000000,0,4.2500000,0.0800000,-0.0800000,0,1.7800000,0.0800000,-0.0800000,0
3644.01,445496795,PC,01h58m58.16s,29.7423420,+56d51m27.94s,56.8577600,1.8331220,0.0008546,-0.0008546,0,1.9220000,0.3710000,-0.3710000,0,13.3586000,1.2370100,-1.2370100,0,2390.9300000,,,,1948.0000000,,,,12.1497000,0.009,-0.009,0,7308.0000000,136.0000000,-136.0000000,0,3.7900000,0.0900000,-0.0900000,0,2.7000000,0.1600000,-0.1600000,0
3645.01,184733148,PC,02h12m21.17s,33.0881890,+36d19m56.18s,36.3322720,2.9597201,0.0005572,-0.0005572,0,2.6080000,0.3800000,-0.3800000,0,12.3734000,0.7743700,-0.7743700,0,553.8620000,,,,1351.0000000,,,,12.8510000,0.007,-0.007,0,5585.0000000,122.3000000,-122.3000000,0,4.3300000,0.0800000,-0.0800000,0,1.1300000,0.0600000,-0.0600000,0
