tic_id
TIC 172370679
TIC 230001847
TIC 54002556
TIC 27491137
TIC 27491137
TIC 27491137
TIC 27491137
TIC 27491137
TIC 127530399
TIC 127530399
TIC 172370679
TIC 230001847
TIC 179317684
TIC 54002556
TIC 52368076
TIC 25155310
TIC 54002556
TIC 27491137
TIC 467179528
TIC 73228647
TIC 464646604
TIC 464646604
TIC 49428710
TIC 149845414
TIC 100100827
TIC 8260536
TIC 233602827
TIC 149845414
TIC 464646604
TIC 49428710
TIC 219016883
TIC 8260536
TIC 453211454
TIC 358107516
TIC 410214986
TIC 467179528
TIC 142937186
TIC 233602827
TIC 172900988
TIC 172900988
TIC 370133522
TIC 370133522
TIC 425997655
TIC 425997655
TIC 425997655
TIC 425997655
TIC 425997655
TIC 425997655
TIC 258514800
TIC 372172128
TIC 467179528
TIC 372172128
TIC 230127302
TIC 441739020
TIC 321669174
TIC 269701147
TIC 258920431
TIC 441739020
TIC 269701147
TIC 269701147
TIC 237104103
TIC 420112589
TIC 254113311
TIC 288735205
TIC 441739020
TIC 237222864
TIC 219854185
TIC 266980320
TIC 307210830
TIC 29960110
TIC 262530407
TIC 342642208
TIC 370133522
TIC 261136679
TIC 262530407
TIC 261136679
TIC 183120439
TIC 394137592
TIC 52368076
TIC 370133522
TIC 393831507
TIC 342642208
TIC 261136679
TIC 230127302
TIC 288735205
TIC 66561343
TIC 103633434
TIC 377064495
TIC 320004517
TIC 200322593
TIC 307210830
TIC 299799658
TIC 77156829
TIC 150428135
TIC 351601843
TIC 55652896
TIC 188589164
TIC 150098860
TIC 55652896
TIC 1003831
TIC 260647166
TIC 256722647
TIC 178155732
TIC 232568235
TIC 339672028
TIC 300038935
TIC 44898913
TIC 368435330
TIC 178155732
TIC 31374837
TIC 260647166
TIC 280206394
TIC 103633434
""
TIC 44898913
TIC 441462736
TIC 307210830
TIC 231702397
TIC 36724087
TIC 377064495
TIC 181804752
TIC 383390264
TIC 260647166
TIC 44792534
TIC 201248411
TIC 70899085
TIC 425997655
TIC 425997655
TIC 176956893
TIC 224225541
TIC 368435330
TIC 267574918
TIC 178819686
TIC 251848941
TIC 120896927
TIC 98796344
TIC 336128819
TIC 254113311
TIC 307210830
TIC 307210830
TIC 441420236
TIC 201248411
TIC 355867695
TIC 333473672
TIC 155867025
TIC 130181866
TIC 375506058
TIC 176956893
TIC 220479565
TIC 130181866
TIC 150428135
TIC 126606859
TIC 94986319
TIC 231702397
TIC 229510866
TIC 256722647
TIC 199376584
TIC 307210830
TIC 290131778
TIC 55652896
TIC 198485881
TIC 441420236
TIC 260128333
TIC 201186294
TIC 89020549
TIC 140691463
TIC 264678534
TIC 445805961
TIC 159873822
TIC 202426247
TIC 410153553
TIC 368435330
TIC 441420236
TIC 52368076
TIC 261867566
TIC 183985250
TIC 408636441
TIC 409794137
TIC 251848941
TIC 260128333
TIC 55652896
TIC 28900646
TIC 307210830
TIC 441420236
TIC 178155732
TIC 281408474
TIC 120896927
TIC 29857954
TIC 181804752
TIC 55652896
TIC 267263253
TIC 260647166
TIC 409794137
TIC 383390264
TIC 232568235
TIC 1003831
TIC 350618622
TIC 180695581
TIC 163539739
TIC 441420236
TIC 441420236
TIC 79748331
TIC 79748331
TIC 142937186
TIC 439867639
TIC 124029677
TIC 172900988
TIC 350618622
TIC 394561119
TIC 452866790
TIC 281408474
TIC 285048486
TIC 116483514
TIC 353475866
TIC 130181866
TIC 150428135
TIC 259377017
TIC 280206394
TIC 413248763
TIC 234994474
TIC 120896927
TIC 79748331
TIC 100990000
TIC 100990000
TIC 466206508
TIC 466206508
TIC 100990000
TIC 100990000
TIC 355867695
TIC 179317684
TIC 404505029
TIC 55652896
TIC 103633434
TIC 251848941
TIC 134200185
TIC 231702397
TIC 306996324
TIC 306996324
TIC 305048087
TIC 392476080
TIC 200322593
TIC 447061717
TIC 395171208
TIC 209459275
TIC 468574941
TIC 260647166
TIC 267263253
TIC 140691463
TIC 146520535
TIC 279741379
TIC 101011575
TIC 98796344
TIC 130181866
TIC 163539739
TIC 260647166
TIC 257527578
TIC 28900646
TIC 251848941
TIC 263003176
TIC 336128819
TIC 404505029
TIC 10837041
TIC 307809773
TIC 147977348
TIC 33595516
TIC 387690507
TIC 150428135
TIC 441739020
TIC 394050135
TIC 237104103
TIC 408636441
TIC 375506058
TIC 258920431
TIC 441420236
TIC 201186294
TIC 403224672
TIC 271893367
TIC 29781292
TIC 212957629
TIC 103633434
TIC 257605131
""
TIC 140691463
TIC 183985250
TIC 235683377
TIC 230127302
TIC 259377017
TIC 452866790
TIC 235683377
TIC 230127302
TIC 230127302
TIC 230127302
TIC 321669174
TIC 420112589
TIC 394137592
TIC 219854185
TIC 237222864
TIC 360156606
TIC 355867695
TIC 279741379
TIC 269701147
TIC 269701147
TIC 269701147
TIC 269701147
TIC 269701147
TIC 269701147
TIC 230127302
TIC 230127302
TIC 212957629
TIC 29781292
TIC 44792534
TIC 394050135
TIC 218795833
TIC 155867025
TIC 124029677
TIC 139375960
TIC 150428135
TIC 218795833
TIC 455784423
TIC 29781292
TIC 193641523
TIC 439867639
TIC 355867695
TIC 396562848
TIC 307210830
TIC 280206394
TIC 36724087
TIC 376637093
TIC 147977348
TIC 261867566
TIC 220479565
TIC 134200185
TIC 298663873
TIC 130181866
TIC 410153553
TIC 172518755
TIC 126606859
TIC 188589164
TIC 207110080
TIC 260004324
TIC 251848941
TIC 22221375
TIC 306996324
TIC 52368076
TIC 70899085
TIC 377064495
TIC 377064495
TIC 31374837
TIC 453211454
TIC 101011575
TIC 441462736
TIC 267263253
TIC 410214986
TIC 178155732
TIC 441420236
TIC 339672028
TIC 259377017
TIC 89020549
TIC 403224672
TIC 27491137
TIC 27491137
TIC 413248763
TIC 158588995
TIC 79748331
TIC 181804752
TIC 441420236
TIC 259377017
TIC 305048087
TIC 387690507
TIC 52368076
TIC 150098860
TIC 36724087
TIC 307809773
TIC 234994474
TIC 410153553
TIC 260004324
TIC 376637093
TIC 146520535
TIC 336128819
TIC 260004324
TIC 94986319
TIC 299799658
TIC 441462736
TIC 377064495
TIC 120896927
TIC 178155732
TIC 98796344
TIC 172518755
TIC 31374837
TIC 260647166
TIC 257605131
TIC 362249359
TIC 307210830
TIC 257605131
TIC 260647166
TIC 377064495
TIC 77156829
TIC 417948359
TIC 441420236
TIC 285048486
TIC 29960110
TIC 159873822
TIC 264678534
TIC 263003176
TIC 34068865
TIC 229510866
TIC 52368076
TIC 55525572
TIC 445805961
TIC 300038935
TIC 202426247
TIC 116483514
TIC 396562848
TIC 77156829
TIC 307210830
TIC 10837041
TIC 455784423
TIC 266980320
TIC 329148988
TIC 299799658
TIC 180695581
TIC 257527578
TIC 201186294
TIC 142394656
TIC 183120439
TIC 178819686
TIC 66561343
TIC 348835438
TIC 50618703
TIC 251848941
TIC 199376584
TIC 417948359
TIC 158588995
TIC 142394656
TIC 193641523
TIC 257605131
TIC 460205581
TIC 180695581
TIC 464300749
TIC 207110080
TIC 50618703
TIC 377064495
TIC 101011575
TIC 52368076
TIC 36724087
TIC 360156606
TIC 394561119
TIC 183120439
TIC 198485881
TIC 470381900
TIC 460205581
""
TIC 464300749
TIC 29781292
TIC 260647166
TIC 320004517
TIC 290131778
TIC 224225541
TIC 394137592
TIC 279741379
TIC 410214986
TIC 259377017
TIC 181804752
TIC 55525572
TIC 89020549
TIC 94986319
TIC 44792534
TIC 146520535
TIC 377064495
TIC 393831507
TIC 22221375
TIC 425997655
TIC 146520535
TIC 425997655
TIC 425997655
TIC 401604346
TIC 90850770
TIC 394722182
TIC 70524163
TIC 239816546
TIC 194795551
TIC 240823272
TIC 417646390
TIC 240823272
TIC 417646390
TIC 401604346
TIC 90850770
TIC 194795551
TIC 394722182
TIC 70524163
TIC 239816546
TIC 349488688
TIC 349488688
TIC 349488688
TIC 172900988
TIC 172900988
TIC 368435330
TIC 172900988
TIC 296739893
TIC 271893367
TIC 425997655
TIC 267574918
TIC 150151262
TIC 150151262
TIC 150151262
TIC 150151262
TIC 150151262
TIC 150151262
TIC 445751830
TIC 377064495
TIC 224225541
TIC 261136679
TIC 279741379
TIC 142394656
TIC 261136679
TIC 298663873
TIC 34068865
TIC 178155732
TIC 17865622
TIC 445751830
TIC 17865622
TIC 447061717
TIC 285048486
TIC 134200185
TIC 120896927
TIC 296739893
TIC 259377017
TIC 259377017
TIC 70899085
TIC 351601843
TIC 166527623
TIC 251848941
TIC 139375960
TIC 234994474
TIC 178819686
TIC 200723869
TIC 460205581
TIC 219016883
""
TIC 150428135
TIC 28900646
TIC 33595516
TIC 209459275
